# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"03.04.2022 05:30";"-1.0";"757.8";"759.0";"69";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 1080 м";"10.0 и более";"-6.0";
"03.04.2022 05:00";"0.0";"757.8";"759.0";"60";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 1020 м";"10.0 и более";"-7.0";
"03.04.2022 04:30";"0.0";"757.8";"759.0";"60";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 1020 м";"10.0 и более";"-7.0";
"03.04.2022 04:00";"0.0";"757.8";"759.0";"60";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-7.0";
"03.04.2022 03:30";"1.0";"757.8";"759.0";"60";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-6.0";
"03.04.2022 03:00";"0.0";"757.8";"759.0";"64";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 960 м";"10.0 и более";"-6.0";
"03.04.2022 02:30";"0.0";"757.8";"759.0";"69";"Ветер, дующий с севера";"3";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"-5.0";
"03.04.2022 02:00";"0.0";"757.8";"759.0";"69";"Ветер, дующий с севера";"3";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-5.0";
"03.04.2022 01:30";"0.0";"757.8";"759.0";"69";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"03.04.2022 01:00";"0.0";"757.8";"759.0";"64";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"03.04.2022 00:30";"0.0";"757.8";"759.0";"64";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"03.04.2022 00:00";"1.0";"757.8";"759.0";"60";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 23:30";"1.0";"757.8";"759.0";"60";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 23:00";"1.0";"757.8";"759.0";"65";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 22:30";"2.0";"757.8";"759.0";"60";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 22:00";"2.0";"757.0";"758.2";"65";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"02.04.2022 21:30";"2.0";"757.0";"758.2";"70";"Ветер, дующий с севера";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 21:00";"2.0";"757.0";"758.2";"75";"Ветер, дующий с севера";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"02.04.2022 20:30";"2.0";"757.0";"758.2";"75";"Ветер, дующий с севера";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"02.04.2022 20:00";"2.0";"757.0";"758.2";"70";"Ветер, дующий с севера";"9";"14";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 19:30";"2.0";"756.5";"757.7";"70";"Ветер, дующий с севера";"9";"14";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 19:00";"3.0";"756.5";"757.7";"60";"Ветер, дующий с севера";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"02.04.2022 18:30";"3.0";"756.5";"757.7";"65";"Ветер, дующий с севера";"9";"15";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 18:00";"3.0";"756.5";"757.7";"65";"Ветер, дующий с северо-северо-запада";"11";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 17:30";"3.0";"756.5";"757.7";"60";"Ветер, дующий с северо-северо-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"02.04.2022 17:00";"4.0";"755.7";"756.9";"61";"Ветер, дующий с севера";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 16:30";"4.0";"756.5";"757.7";"61";"Ветер, дующий с севера";"11";"16";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 16:00";"4.0";"755.7";"756.9";"61";"Ветер, дующий с севера";"10";"15";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"02.04.2022 15:30";"4.0";"755.7";"756.9";"56";"Ветер, дующий с севера";"12";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"02.04.2022 15:00";"5.0";"756.5";"757.7";"49";"Ветер, дующий с северо-северо-запада";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 14:30";"5.0";"755.7";"756.9";"45";"Ветер, дующий с севера";"10";"15";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 14:00";"5.0";"755.7";"756.9";"42";"Ветер, дующий с севера";"9";"15";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"02.04.2022 13:30";"6.0";"755.7";"756.9";"39";"Ветер, дующий с севера";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"02.04.2022 13:00";"5.0";"756.5";"757.7";"36";"Ветер, дующий с севера";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"02.04.2022 12:30";"5.0";"755.7";"756.9";"36";"Ветер, дующий с севера";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"02.04.2022 12:00";"5.0";"755.7";"756.9";"45";"Ветер, дующий с севера";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 11:30";"4.0";"755.7";"756.9";"48";"Ветер, дующий с севера";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 11:00";"4.0";"756.5";"757.7";"42";"Ветер, дующий с севера";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"02.04.2022 10:30";"3.0";"756.5";"757.7";"48";"Ветер, дующий с северо-северо-востока";"10";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"02.04.2022 10:00";"3.0";"756.5";"757.7";"52";"Ветер, дующий с северо-северо-востока";"10";"15";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 09:30";"3.0";"756.5";"757.7";"48";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"02.04.2022 09:00";"2.0";"756.5";"757.7";"56";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 08:30";"2.0";"755.7";"756.9";"52";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"02.04.2022 08:00";"2.0";"755.7";"756.9";"56";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 07:30";"1.0";"755.7";"756.9";"60";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 07:00";"1.0";"755.7";"756.9";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 06:30";"1.0";"755.7";"756.9";"60";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 06:00";"1.0";"755.7";"756.9";"60";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 05:30";"1.0";"755.0";"756.2";"60";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 05:00";"1.0";"755.0";"756.2";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 04:30";"1.0";"755.0";"756.2";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 04:00";"1.0";"755.7";"756.9";"60";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 03:30";"1.0";"755.7";"756.9";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 03:00";"1.0";"755.7";"756.9";"60";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 02:30";"1.0";"755.7";"756.9";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 02:00";"1.0";"755.7";"756.9";"65";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"02.04.2022 01:30";"2.0";"755.7";"756.9";"56";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 01:00";"2.0";"755.7";"756.9";"56";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 00:30";"2.0";"755.7";"756.9";"56";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"02.04.2022 00:00";"2.0";"755.7";"756.9";"56";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"01.04.2022 23:30";"2.0";"756.5";"757.7";"56";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"01.04.2022 23:00";"2.0";"756.5";"757.7";"52";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 22:30";"3.0";"756.5";"757.7";"41";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 22:00";"2.0";"756.5";"757.7";"44";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 21:30";"3.0";"756.5";"757.7";"41";"Ветер, дующий с северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 21:00";"3.0";"755.7";"756.9";"41";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 20:30";"3.0";"755.7";"756.9";"41";"Ветер, дующий с северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 20:00";"3.0";"755.7";"756.9";"41";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 19:30";"4.0";"755.7";"756.9";"36";"Ветер, дующий с северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 19:00";"4.0";"755.7";"756.9";"36";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 18:30";"4.0";"755.0";"756.2";"36";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 18:00";"5.0";"755.0";"756.2";"33";"Ветер, дующий с северо-северо-востока";"8";"13";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 17:30";"5.0";"755.0";"756.2";"36";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 17:00";"5.0";"755.0";"756.2";"36";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 16:30";"6.0";"755.0";"756.2";"36";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"01.04.2022 16:00";"5.0";"755.7";"756.9";"36";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 15:30";"5.0";"755.7";"756.9";"36";"Ветер, дующий с северо-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 15:00";"5.0";"755.7";"756.9";"36";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 14:30";"5.0";"755.7";"756.9";"36";"Ветер, дующий с северо-северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 14:00";"5.0";"755.7";"756.9";"33";"Ветер, дующий с северо-северо-востока";"9";"14";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 13:30";"5.0";"756.5";"757.7";"33";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 13:00";"5.0";"756.5";"757.7";"33";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 12:30";"4.0";"756.5";"757.7";"33";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"01.04.2022 12:00";"4.0";"756.5";"757.7";"33";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"01.04.2022 11:30";"4.0";"756.5";"757.7";"33";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"01.04.2022 11:00";"4.0";"757.0";"758.2";"36";"Ветер, дующий с востоко-северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"01.04.2022 10:30";"3.0";"757.0";"758.2";"41";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 10:00";"3.0";"757.0";"758.2";"41";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 09:30";"3.0";"757.0";"758.2";"41";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"01.04.2022 09:00";"2.0";"757.0";"758.2";"48";"Ветер, дующий с северо-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"01.04.2022 08:30";"2.0";"757.0";"758.2";"48";"Ветер, дующий с северо-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"01.04.2022 08:00";"1.0";"757.0";"758.2";"56";"Ветер, дующий с северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 07:30";"0.0";"757.0";"758.2";"60";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 07:00";"0.0";"757.0";"758.2";"60";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 06:30";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 06:00";"-2.0";"756.5";"757.7";"69";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 05:30";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 05:00";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 04:30";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 04:00";"0.0";"756.5";"757.7";"60";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 03:30";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 03:00";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 02:30";"-1.0";"756.5";"757.7";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 02:00";"-1.0";"757.0";"758.2";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 01:30";"-1.0";"757.0";"758.2";"64";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 01:00";"-1.0";"757.0";"758.2";"64";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 00:30";"-1.0";"757.0";"758.2";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"01.04.2022 00:00";"-2.0";"757.0";"758.2";"69";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"31.03.2022 23:30";"-1.0";"757.0";"758.2";"69";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"31.03.2022 23:00";"0.0";"757.0";"758.2";"69";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 22:30";"1.0";"757.0";"758.2";"65";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 22:00";"2.0";"757.0";"758.2";"60";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 21:30";"2.0";"756.5";"757.7";"65";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"31.03.2022 21:00";"2.0";"756.5";"757.7";"70";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"31.03.2022 20:30";"2.0";"756.5";"757.7";"65";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"31.03.2022 20:00";"2.0";"756.5";"757.7";"65";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"31.03.2022 19:30";"2.0";"756.5";"757.7";"60";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 19:00";"2.0";"756.5";"757.7";"60";"Ветер, дующий с северо-северо-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 18:30";"2.0";"756.5";"757.7";"60";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"31.03.2022 18:00";"2.0";"756.5";"757.7";"56";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"31.03.2022 17:30";"3.0";"756.5";"757.7";"52";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"31.03.2022 17:00";"3.0";"756.5";"757.7";"48";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"31.03.2022 16:30";"3.0";"756.5";"757.7";"45";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"31.03.2022 16:00";"3.0";"756.5";"757.7";"45";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"31.03.2022 15:30";"4.0";"756.5";"757.7";"33";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"31.03.2022 15:00";"3.0";"756.5";"757.7";"41";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 14:30";"4.0";"756.5";"757.7";"39";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 14:00";"3.0";"756.5";"757.7";"41";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 13:30";"3.0";"756.5";"757.7";"41";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 13:00";"3.0";"756.5";"757.7";"38";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"31.03.2022 12:30";"3.0";"756.5";"757.7";"38";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"31.03.2022 12:00";"3.0";"757.0";"758.2";"35";"Ветер, дующий с северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"31.03.2022 11:30";"3.0";"757.0";"758.2";"35";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"31.03.2022 11:00";"2.0";"757.0";"758.2";"38";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"31.03.2022 10:30";"2.0";"757.0";"758.2";"41";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"31.03.2022 10:00";"2.0";"756.5";"757.7";"41";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"31.03.2022 09:30";"2.0";"756.5";"757.7";"41";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"31.03.2022 09:00";"1.0";"756.5";"757.7";"51";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"31.03.2022 08:30";"0.0";"756.5";"757.7";"60";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"31.03.2022 08:00";"0.0";"756.5";"757.7";"64";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"31.03.2022 07:30";"-2.0";"756.5";"757.7";"69";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"31.03.2022 07:00";"-5.0";"755.6";"756.9";"74";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 06:30";"-5.0";"755.6";"756.9";"74";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 06:00";"-4.0";"755.7";"756.9";"69";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"31.03.2022 05:30";"-4.0";"755.7";"756.9";"74";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"31.03.2022 05:00";"-4.0";"755.7";"756.9";"74";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-8.0";
"31.03.2022 04:30";"-4.0";"755.7";"756.9";"74";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-8.0";
"31.03.2022 04:00";"-4.0";"755.7";"756.9";"80";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-7.0";
"31.03.2022 03:30";"-5.0";"755.6";"756.9";"80";"Ветер, дующий с востока";"2";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-8.0";
"31.03.2022 03:00";"-5.0";"755.6";"756.9";"80";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"31.03.2022 02:30";"-4.0";"755.7";"756.9";"74";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"31.03.2022 02:00";"-3.0";"755.7";"756.9";"69";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"31.03.2022 01:30";"-4.0";"755.7";"756.9";"74";"Ветер, дующий с северо-востока";"3";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"31.03.2022 01:00";"-2.0";"755.7";"756.9";"64";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 1170 м";"10.0 и более";"-8.0";
"31.03.2022 00:30";"-2.0";"755.7";"756.9";"69";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 1140 м";"10.0 и более";"-7.0";
"31.03.2022 00:00";"-1.0";"755.7";"756.9";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Рассеянная (40-50%) 1140 м";"10.0 и более";"-7.0";
"30.03.2022 23:30";"-1.0";"755.7";"756.9";"64";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-7.0";
"30.03.2022 23:00";"-1.0";"755.7";"756.9";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-7.0";
"30.03.2022 22:30";"-2.0";"755.7";"756.9";"64";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"30.03.2022 22:00";"-1.0";"755.7";"756.9";"55";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-9.0";
"30.03.2022 21:30";"-1.0";"755.7";"756.9";"59";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-8.0";
"30.03.2022 21:00";"-1.0";"755.7";"756.9";"59";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"-8.0";
"30.03.2022 20:30";"-1.0";"755.7";"756.9";"59";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"-8.0";
"30.03.2022 20:00";"-1.0";"755.7";"756.9";"64";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"-7.0";
